loss,dice_coef,iou_coef,val_loss,val_dice_coef,val_iou_coef,lr
0.37010499835014343,0.6298819780349731,0.48637479543685913,0.38714122772216797,0.6128585338592529,0.4643189311027527,0.001
0.29030248522758484,0.7096667885780334,0.575437605381012,0.29824286699295044,0.7017572522163391,0.5765019655227661,0.001
0.2560250461101532,0.7439733743667603,0.6153589487075806,0.3645111322402954,0.6354889273643494,0.49233412742614746,0.001
0.24483807384967804,0.7551677227020264,0.6294386982917786,0.25746098160743713,0.7425389885902405,0.6231239438056946,0.001
0.2339155524969101,0.7660500407218933,0.642905056476593,0.19988520443439484,0.8001143336296082,0.68769770860672,0.001
0.22265785932540894,0.7773463726043701,0.6554684638977051,0.21980732679367065,0.7801924347877502,0.6647419929504395,0.001
0.21835851669311523,0.7816465497016907,0.6620087623596191,0.2379787564277649,0.7620207667350769,0.6423572897911072,0.001
0.21339182555675507,0.7866142988204956,0.6693241596221924,0.22511479258537292,0.7748852968215942,0.6576141715049744,0.001
0.20418666303157806,0.7958170771598816,0.6800909638404846,0.19461531937122345,0.8053845763206482,0.6924900412559509,0.001
0.19924482703208923,0.8007601499557495,0.6868576407432556,0.22858010232448578,0.7714197635650635,0.650601863861084,0.001
0.19691608846187592,0.8030868768692017,0.6898707151412964,0.29309695959091187,0.7069032192230225,0.5764812231063843,0.001
0.1899486929178238,0.8100541830062866,0.6986071467399597,0.22526304423809052,0.7747370600700378,0.6605544686317444,0.001
0.191818505525589,0.8081828355789185,0.6971591114997864,0.19459934532642365,0.8054006695747375,0.694120466709137,0.001
0.18499787151813507,0.8150012493133545,0.7063050866127014,0.18035241961479187,0.8196479082107544,0.709662914276123,0.001
0.17862378060817719,0.8213794827461243,0.7136291861534119,0.19275403022766113,0.8072459101676941,0.7015076875686646,0.001
0.17671093344688416,0.8232902884483337,0.7170897722244263,0.18279395997524261,0.8172057867050171,0.704698383808136,0.001
0.17132216691970825,0.8286809325218201,0.7236257791519165,0.20974107086658478,0.7902586460113525,0.6720437407493591,0.001
0.17061956226825714,0.8293814063072205,0.725943386554718,0.17346875369548798,0.8265308737754822,0.7188428640365601,0.001
0.16941800713539124,0.830582320690155,0.7277981042861938,0.18394744396209717,0.8160527348518372,0.7065125703811646,0.001
0.1616462916135788,0.8383569717407227,0.7385011315345764,0.17637315392494202,0.8236274123191833,0.716313898563385,0.001
0.15778450667858124,0.8422154188156128,0.7421560287475586,0.18486981093883514,0.8151304721832275,0.7039093375205994,0.001
0.15914538502693176,0.8408533930778503,0.7427051067352295,0.18132296204566956,0.8186772465705872,0.7096040844917297,0.001
0.15454252064228058,0.8454604744911194,0.7489680051803589,0.20619115233421326,0.7938089370727539,0.6810946464538574,0.001
0.1391628086566925,0.8608384728431702,0.7712075114250183,0.16384032368659973,0.836159884929657,0.7324687242507935,0.000100000005
0.13027065992355347,0.8697306513786316,0.7825814485549927,0.16649717092514038,0.833503007888794,0.7293006181716919,0.000100000005
0.12531054019927979,0.8746907114982605,0.788658082485199,0.16594578325748444,0.8340541124343872,0.7298613786697388,0.000100000005
0.1210150495171547,0.8789864778518677,0.7931022644042969,0.1641380488872528,0.835862398147583,0.7316869497299194,0.000100000005
0.11907568573951721,0.8809248805046082,0.7957512736320496,0.16239506006240845,0.8376045823097229,0.7343828678131104,0.000100000005
0.11715560406446457,0.882842481136322,0.7984685897827148,0.16749979555606842,0.8325002193450928,0.7277163863182068,0.000100000005
0.11804305016994476,0.8819580078125,0.7982123494148254,0.16464777290821075,0.8353519439697266,0.7313450574874878,0.000100000005
0.11685546487569809,0.8831456899642944,0.7999120950698853,0.16444388031959534,0.8355559706687927,0.7317152619361877,0.000100000005
0.11411131173372269,0.8858931660652161,0.8034608960151672,0.16417144238948822,0.8358284831047058,0.731558084487915,0.000100000005
0.1128581315279007,0.8871409296989441,0.8049224615097046,0.16564719378948212,0.8343529105186462,0.7303319573402405,0.000100000005
0.11261902004480362,0.8873831629753113,0.8062015771865845,0.1645953506231308,0.8354046940803528,0.731784462928772,1.0000001e-05
0.11182829737663269,0.8881735801696777,0.8070827722549438,0.1656406968832016,0.8343596458435059,0.7300571799278259,1.0000001e-05
0.11097172647714615,0.8890159726142883,0.8082045316696167,0.1641291379928589,0.8358713984489441,0.7321034073829651,1.0000001e-05
0.111842580139637,0.8881552219390869,0.807607114315033,0.1653514802455902,0.8346481919288635,0.730373203754425,1.0000001e-05
0.11057909578084946,0.8894219994544983,0.808594286441803,0.16511842608451843,0.8348820805549622,0.7307710647583008,1.0000001e-05
0.11036140471696854,0.8896390795707703,0.8091803789138794,0.16500678658485413,0.8349938988685608,0.7308652997016907,1.0000001e-06
0.10984338819980621,0.890156090259552,0.8093294501304626,0.16536478698253632,0.8346352577209473,0.7304184436798096,1.0000001e-06
