model_seg,data_hora,img_altura,img_largura,tipo_imagem,img_canais,img_passo,remove_black_images,data_augmentation,proporcao_min,train_size,test_size,val_size,caminho_imagens,qnt_recortes,seed,len_train,len_val,len_test,epochs,batch_size,learn_rate,min_learn_rate,start_filters,modelo_salvo,pesos_modelo,dice_evaluate,iou_evaluate,loss_evaluate,dice_calc_metrics,iou_calc_metrics,sensitivity_calc_metrics,specificity_calc_metrics,accuracy_calc_metrics,auc_calc_metrics,prec_calc_metrics,fscore_calc_metrics
UNet_padrao,12-09-2022_10-34-11,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,49241,4002,4073,100,16,0.0001,1e-06,32,modelo/modelo_UNet_padrao_12-09-2022_10-34-11.json,modelo/modelo_UNet_padrao_12-09-2022_10-34-11.h5,0.3665544986724853,0.2955101728439331,0.6313754916191101,0.7204270564827666,0.5630214831696024,0.6331639267670888,0.9974639727961396,0.9901961324960104,0.8153139497816142,0.8355886554209511,0.7204270564827666
UNet_padrao,12-09-2022_21-21-39,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,1,43561,5004,3894,100,32,0.0001,1e-06,64,modelo/modelo_UNet_padrao_12-09-2022_21-21-39.json,modelo/modelo_UNet_padrao_12-09-2022_21-21-39.h5,0.3002098798751831,0.258682519197464,0.699019193649292,0.8209620432968929,0.6962982307987045,0.7761491828811964,0.9991477794760254,0.9975028251095436,0.887648481178611,0.8712670546703559,0.8209620432968929
UNet_padrao,12-09-2022_23-26-34,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,49243,4002,4073,100,16,0.0001,1e-06,64,modelo/modelo_UNet_padrao_12-09-2022_23-26-34.json,modelo/modelo_UNet_padrao_12-09-2022_23-26-34.h5,0.3640718758106231,0.2965736091136932,0.6338725090026855,0.7286181787525962,0.5730915501353634,0.6427003697099257,0.9975274889183938,0.9904486349224312,0.8201139293141597,0.8410523118600352,0.7286181787525962
UNet_padrao,13-09-2022_01-30-20,256,256,RGB,3,64,False,Não,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,12016,42,9740,803,1473,100,8,0.0001,1e-06,32,modelo/modelo_UNet_padrao_13-09-2022_01-30-20.json,modelo/modelo_UNet_padrao_13-09-2022_01-30-20.h5,0.4368118643760681,0.3319299519062042,0.5539953708648682,0.614142155064916,0.4431494595996486,0.4781293075202745,0.9988376455919088,0.9912812128733876,0.7384834765560917,0.8583025366868788,0.614142155064916
UNet_padrao,13-09-2022_03-31-30,256,256,RGB,3,64,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,12016,42,11608,1044,1473,100,8,0.001,1e-06,32,modelo/modelo_UNet_padrao_13-09-2022_03-31-30.json,modelo/modelo_UNet_padrao_13-09-2022_03-31-30.h5,0.517213761806488,0.4104968905448913,0.4721523523330688,0.7256827849582956,0.5694679287013683,0.6337243458279825,0.9983384320382586,0.9930472131173624,0.8160313889331205,0.8488591119967261,0.7256827849582956
UNet_padrao,13-09-2022_11-01-17,256,256,RGB,3,64,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,12016,42,11608,1044,1473,100,8,0.001,1e-06,32,modelo/modelo_UNet_padrao_13-09-2022_11-01-17.json,modelo/modelo_UNet_padrao_13-09-2022_11-01-17.h5,0.4786135852336883,0.3824880123138428,0.5113157033920288,0.704065682469282,0.5432880917999097,0.6219925433277202,0.9978667586916026,0.9924121346509304,0.8099296510096614,0.8110906944878841,0.704065682469282
UNet_padrao,13-09-2022_13-20-59,256,256,RGB,3,64,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,12016,42,11608,1044,1473,100,8,0.001,1e-06,64,modelo/modelo_UNet_padrao_13-09-2022_13-20-59.json,modelo/modelo_UNet_padrao_13-09-2022_13-20-59.h5,0.5184447765350342,0.4159668982028961,0.4707375466823578,0.7415814593358762,0.5892963552050897,0.657220787026561,0.9983026823268132,0.9933529586429428,0.827761734676687,0.8507884173252213,0.7415814593358762
UNet_padrao,13-09-2022_22-55-04,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,44752,3924,4073,100,6,0.001,1e-06,32,modelo/modelo_UNet_padrao_13-09-2022_22-55-04.json,modelo/modelo_UNet_padrao_13-09-2022_22-55-04.h5,0.7742303609848022,0.7101011276245117,0.2270446866750717,0.8026430368975526,0.6703456543300507,0.7736935088191066,0.9968616552497176,0.9924094174144136,0.8852775820344121,0.8338432046525521,0.8026430368975526
UNet_padrao,14-09-2022_01-19-31,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,44752,3924,4073,100,6,0.0001,1e-06,64,modelo/modelo_UNet_padrao_14-09-2022_01-19-31.json,modelo/modelo_UNet_padrao_14-09-2022_01-19-31.h5,0.4180683195590973,0.3476688861846924,0.5795732140541077,0.7958519599793206,0.6609253459945449,0.7961194729417703,0.9958360701789236,0.991851694250821,0.895977771560347,0.7955846267364955,0.7958519599793206
UNet_padrao,14-09-2022_07-49-34,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,44752,3924,4073,100,6,0.001,1e-06,64,modelo/modelo_UNet_padrao_14-09-2022_07-49-34.json,modelo/modelo_UNet_padrao_14-09-2022_07-49-34.h5,0.8072328567504883,0.7430338859558105,0.1938560009002685,0.7750614294652867,0.6327349371707308,0.7145789798650055,0.997366924931925,0.991725263213924,0.8559729523984654,0.8467291599542159,0.7750614294652867
UNet_padrao,15-09-2022_08-02-18,128,128,RGB,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,44752,3924,4073,100,32,0.001,1e-06,64,modelo/modelo_UNet_padrao_15-09-2022_08-02-18.json,modelo/modelo_UNet_padrao_15-09-2022_08-02-18.h5,0.3750936985015869,0.3123149573802948,0.6229451894760132,0.7558189978504399,0.6074831528086495,0.6981793926902293,0.9969608437632136,0.9910001092129188,0.8475701182267216,0.8238321165618887,0.7558189978504399
UNet_padrao,15-09-2022_18-33-51,128,128,RGB,3,32,False,Sim,0.4,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34447,42,44292,3902,4107,100,6,0.001,1e-06,64,modelo/modelo_UNet_padrao_15-09-2022_18-33-51.json,modelo/modelo_UNet_padrao_15-09-2022_18-33-51.h5,0.5663549304008484,0.5004841685295105,0.4356586039066314,0.7559030337872076,0.6075917346605897,0.6725961825045088,0.9976558613822888,0.9906863502147628,0.8351260219433987,0.8627637867034164,0.7559030337872076
UNet_padrao,16-09-2022_00-14-05,128,128,LUV,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,44752,3924,4073,100,6,0.001,1e-06,64,modelo/modelo_UNet_padrao_16-09-2022_00-14-05.json,modelo/modelo_UNet_padrao_16-09-2022_00-14-05.h5,0.7725883722305298,0.7062554359436035,0.2286891937255859,0.7460317257483229,0.5949366830620397,0.6577884706387824,0.997849473151044,0.9910652053874216,0.8278189718949132,0.8616191560348653,0.7460317257483229
UNet_padrao,16-09-2022_07-55-11,128,128,LUV,3,32,False,Sim,0.5,0.7,0.2,0.1,../dataset/lamina/4_divisao_deixar_apenas_uma_imagem_por_campo_de_lamina_SEM_ERROS/Positivo/,34192,42,44752,3924,4073,100,6,0.001,1e-06,32,modelo/modelo_UNet_padrao_16-09-2022_07-55-11.json,modelo/modelo_UNet_padrao_16-09-2022_07-55-11.h5,0.6748685240745544,0.6085253357887268,0.3268612027168274,0.7716413118640719,0.6281889152712073,0.7040855876224542,0.9975405927500673,0.9916861215915019,0.8508130901862607,0.8535365860321288,0.7716413118640719
