loss,dice_coef,iou_coef,val_loss,val_dice_coef,val_iou_coef,lr
0.47908249497413635,0.520917534828186,0.3778645396232605,0.481117844581604,0.5169017314910889,0.3714296817779541,0.001
0.3712048828601837,0.6287952661514282,0.47680896520614624,0.4222674071788788,0.575527548789978,0.41842547059059143,0.001
0.3330456614494324,0.6669541597366333,0.5184457898139954,0.4020412564277649,0.5956764221191406,0.44064438343048096,0.001
0.3163049817085266,0.6836951375007629,0.5388193726539612,0.2643623650074005,0.7328296303749084,0.5951617360115051,0.001
0.2894766926765442,0.7105240821838379,0.5677658915519714,0.32358798384666443,0.6738300919532776,0.522995114326477,0.001
0.28066661953926086,0.7193337678909302,0.5788373351097107,0.3140685260295868,0.6833137273788452,0.5346613526344299,0.001
0.26006942987442017,0.7399300932884216,0.6032934784889221,0.27435269951820374,0.7228779196739197,0.585777997970581,0.001
0.2298429012298584,0.7701572775840759,0.6406919956207275,0.23168808221817017,0.7653796672821045,0.6371894478797913,0.000100000005
0.21454904973506927,0.7854512929916382,0.658844530582428,0.23913390934467316,0.7579620480537415,0.627580463886261,0.000100000005
0.21030782163143158,0.7896920442581177,0.664595901966095,0.23692664504051208,0.7601609230041504,0.6280887722969055,0.000100000005
0.20832903683185577,0.7916702032089233,0.6668110489845276,0.2258632928133011,0.7711822986602783,0.6426332592964172,0.000100000005
0.1985497772693634,0.8014496564865112,0.6790929436683655,0.23105692863464355,0.7660081386566162,0.6354395747184753,0.000100000005
0.20050585269927979,0.7994945645332336,0.6782265305519104,0.22266678512096405,0.7743663191795349,0.6460362672805786,0.000100000005
0.1980474293231964,0.8019525408744812,0.6806371212005615,0.23411300778388977,0.7629640102386475,0.6293737888336182,0.000100000005
0.19478566944599152,0.8052148818969727,0.6838886737823486,0.2172767072916031,0.7797362804412842,0.6547181010246277,0.000100000005
0.19236674904823303,0.807632327079773,0.6881163120269775,0.21872837841510773,0.7782895565032959,0.6548050045967102,0.000100000005
0.19171594083309174,0.8082837462425232,0.6901503205299377,0.23104362189769745,0.7660219073295593,0.6371843218803406,0.000100000005
0.18515309691429138,0.8148474097251892,0.6969155073165894,0.21651461720466614,0.7804953455924988,0.6555205583572388,0.000100000005
0.18198756873607635,0.8180115222930908,0.7007280588150024,0.2292584925889969,0.7678002715110779,0.6360846757888794,0.000100000005
0.18241198360919952,0.81758713722229,0.7009713649749756,0.2180412858724594,0.7789745926856995,0.6522492170333862,0.000100000005
0.17978595197200775,0.8202139139175415,0.7048971056938171,0.21990090608596802,0.7771217823028564,0.6514903903007507,0.000100000005
0.17911361157894135,0.8208862543106079,0.7055720686912537,0.218303844332695,0.778713047504425,0.6527342796325684,1.0000001e-05
